时间,报警阈值(米),报警点名称,报警点X(米),报警点Y(米),报警点Z(米),标签X(米),标签Y(米),标签Z(米),标签号
38:43.8,0.5,墙壁电源,2.44,2.57,0.97,2.163,2.289,0.782,T1
38:43.9,0.5,墙壁电源,2.44,2.57,0.97,2.173,2.296,0.761,T1
38:44.0,0.5,墙壁电源,2.44,2.57,0.97,2.165,2.319,0.723,T1
38:44.1,0.5,墙壁电源,2.44,2.57,0.97,2.155,2.345,0.684,T1
38:44.2,0.5,墙壁电源,2.44,2.57,0.97,2.162,2.36,0.667,T1
38:44.3,0.5,墙壁电源,2.44,2.57,0.97,2.201,2.366,0.676,T1
38:44.4,0.5,墙壁电源,2.44,2.57,0.97,2.268,2.363,0.696,T1
38:44.5,0.5,墙壁电源,2.44,2.57,0.97,2.369,2.342,0.725,T1
38:44.6,0.5,墙壁电源,2.44,2.57,0.97,2.501,2.297,0.775,T1
38:44.7,0.5,墙壁电源,2.44,2.57,0.97,2.651,2.24,0.827,T1
38:45.5,0.5,墙壁电源,2.44,2.57,0.97,2.796,2.35,0.751,T1
38:45.6,0.5,墙壁电源,2.44,2.57,0.97,2.721,2.453,0.725,T1
38:45.7,0.5,墙壁电源,2.44,2.57,0.97,2.652,2.543,0.704,T1
38:45.8,0.5,墙壁电源,2.44,2.57,0.97,2.588,2.629,0.698,T1
38:45.9,0.5,墙壁电源,2.44,2.57,0.97,2.099,2.294,0.854,T0
38:45.9,0.5,墙壁电源,2.44,2.57,0.97,2.522,2.71,0.7,T1
38:46.0,0.5,墙壁电源,2.44,2.57,0.97,2.467,2.767,0.706,T1
38:46.1,0.5,墙壁电源,2.44,2.57,0.97,2.382,2.846,0.59,T1
38:46.2,0.5,墙壁电源,2.44,2.57,0.97,2.283,2.718,0.913,T1
38:46.3,0.5,墙壁电源,2.44,2.57,0.97,2.217,2.799,0.805,T1
38:47.0,0.5,墙壁电源,2.44,2.57,0.97,2.302,2.922,0.695,T1
38:47.1,0.5,墙壁电源,2.44,2.57,0.97,2.353,2.843,0.805,T1
38:47.2,0.5,墙壁电源,2.44,2.57,0.97,2.396,2.782,0.859,T1
38:47.3,0.5,墙壁电源,2.44,2.57,0.97,2.431,2.733,0.895,T1
38:47.4,0.5,墙壁电源,2.44,2.57,0.97,2.46,2.694,0.919,T1
38:47.5,0.5,墙壁电源,2.44,2.57,0.97,2.483,2.662,0.937,T1
38:47.6,0.5,墙壁电源,2.44,2.57,0.97,2.505,2.636,0.948,T1
38:47.7,0.5,墙壁电源,2.44,2.57,0.97,2.527,2.61,0.96,T1
38:47.8,0.5,墙壁电源,2.44,2.57,0.97,2.547,2.586,0.973,T1
38:47.9,0.5,墙壁电源,2.44,2.57,0.97,2.551,2.581,0.979,T1
38:48.0,0.5,墙壁电源,2.44,2.57,0.97,2.564,2.56,0.99,T1
38:48.1,0.5,墙壁电源,2.44,2.57,0.97,2.581,2.541,1.001,T1
38:48.2,0.5,墙壁电源,2.44,2.57,0.97,2.597,2.523,1.012,T1
38:48.3,0.5,墙壁电源,2.44,2.57,0.97,2.613,2.504,1.028,T1
38:48.4,0.5,墙壁电源,2.44,2.57,0.97,2.625,2.495,1.05,T1
38:48.5,0.5,墙壁电源,2.44,2.57,0.97,2.605,2.514,1.059,T1
38:48.6,0.5,墙壁电源,2.44,2.57,0.97,2.532,2.594,1.012,T1
38:48.7,0.5,墙壁电源,2.44,2.57,0.97,2.424,2.707,0.84,T1
38:48.8,0.5,墙壁电源,2.44,2.57,0.97,2.33,2.811,0.749,T1
38:48.9,0.5,墙壁电源,2.44,2.57,0.97,2.246,2.908,0.677,T1
38:50.5,0.5,墙壁电源,2.44,2.57,0.97,2.158,2.558,0.636,T1
38:50.6,0.5,墙壁电源,2.44,2.57,0.97,2.218,2.511,0.705,T1
38:50.7,0.5,墙壁电源,2.44,2.57,0.97,2.264,2.474,0.746,T1
38:50.8,0.5,墙壁电源,2.44,2.57,0.97,2.289,2.445,0.761,T1
38:50.9,0.5,墙壁电源,2.44,2.57,0.97,2.301,2.427,0.767,T1
38:51.0,0.5,墙壁电源,2.44,2.57,0.97,2.281,2.406,0.81,T1
38:51.1,0.5,墙壁电源,2.44,2.57,0.97,2.253,2.414,0.774,T1
38:51.2,0.5,墙壁电源,2.44,2.57,0.97,2.2,2.445,0.698,T1
38:51.3,0.5,墙壁电源,2.44,2.57,0.97,2.151,2.467,0.637,T1
38:53.6,0.5,焊机电源,1.45,2.1,0.39,1.327,2.46,0.162,T1
38:53.7,0.5,焊机电源,1.45,2.1,0.39,1.312,2.427,0.203,T1
38:53.8,0.5,焊机电源,1.45,2.1,0.39,1.334,2.364,0.335,T1
38:53.9,0.5,焊机电源,1.45,2.1,0.39,1.319,2.353,0.366,T1
38:54.0,0.5,焊机电源,1.45,2.1,0.39,1.299,2.351,0.343,T1
38:54.1,0.5,焊机电源,1.45,2.1,0.39,1.316,2.313,0.409,T1
38:54.2,0.5,焊机电源,1.45,2.1,0.39,1.291,2.328,0.339,T1
38:54.3,0.5,焊机电源,1.45,2.1,0.39,1.27,2.344,0.298,T1
38:54.4,0.5,焊机电源,1.45,2.1,0.39,1.212,2.408,0.166,T1
38:54.5,0.5,焊机电源,1.45,2.1,0.39,1.191,2.429,0.135,T1
38:55.3,0.5,焊机电源,1.45,2.1,0.39,1.139,2.42,0.223,T1
38:55.6,0.5,焊机电源,1.45,2.1,0.39,1.105,2.44,0.269,T1
38:55.7,0.5,焊机电源,1.45,2.1,0.39,1.121,2.411,0.379,T1
38:55.8,0.5,焊机电源,1.45,2.1,0.39,1.123,2.405,0.445,T1
38:55.9,0.5,焊机电源,1.45,2.1,0.39,1.118,2.418,0.445,T1
38:56.0,0.5,焊机电源,1.45,2.1,0.39,1.116,2.435,0.408,T1
38:56.1,0.5,焊机电源,1.45,2.1,0.39,1.119,2.451,0.38,T1
38:56.2,0.5,焊机电源,1.45,2.1,0.39,1.124,2.463,0.353,T1
38:56.7,0.5,焊机电源,1.45,2.1,0.39,1.178,2.433,0.212,T1
38:56.8,0.5,焊机电源,1.45,2.1,0.39,1.192,2.407,0.236,T1
38:56.9,0.5,焊机电源,1.45,2.1,0.39,1.214,2.372,0.338,T1
38:57.0,0.5,焊机电源,1.45,2.1,0.39,1.244,2.327,0.454,T1
38:57.1,0.5,焊机电源,1.45,2.1,0.39,1.275,2.286,0.578,T1
38:57.2,0.5,焊机电源,1.45,2.1,0.39,1.293,2.266,0.628,T1
38:57.3,0.5,焊机电源,1.45,2.1,0.39,1.297,2.261,0.62,T1
38:57.4,0.5,焊机电源,1.45,2.1,0.39,1.292,2.271,0.587,T1
38:57.5,0.5,焊机电源,1.45,2.1,0.39,1.277,2.291,0.485,T1
38:57.6,0.5,焊机电源,1.45,2.1,0.39,1.259,2.318,0.369,T1
38:57.7,0.5,焊机电源,1.45,2.1,0.39,1.238,2.354,0.244,T1
38:57.8,0.5,焊机电源,1.45,2.1,0.39,1.234,2.371,0.218,T1
38:57.9,0.5,焊机电源,1.45,2.1,0.39,1.259,2.367,0.279,T1
38:58.0,0.5,焊机电源,1.45,2.1,0.39,1.302,2.357,0.356,T1
38:58.1,0.5,焊机电源,1.45,2.1,0.39,1.361,2.342,0.491,T1
38:58.2,0.5,焊机电源,1.45,2.1,0.39,1.42,2.331,0.616,T1
38:58.3,0.5,焊机电源,1.45,2.1,0.39,1.483,2.315,0.726,T1
38:58.4,0.5,焊机电源,1.45,2.1,0.39,1.543,2.309,0.755,T1
38:58.5,0.5,焊机电源,1.45,2.1,0.39,1.589,2.321,0.719,T1
38:58.6,0.5,焊机电源,1.45,2.1,0.39,1.645,2.326,0.712,T1
38:58.7,0.5,焊机电源,1.45,2.1,0.39,1.713,2.33,0.721,T1
39:01.1,0.5,焊机电源,1.45,2.1,0.39,1.656,2.399,0.23,T1
39:01.2,0.5,焊机电源,1.45,2.1,0.39,1.618,2.266,0.46,T1
39:01.3,0.5,焊机电源,1.45,2.1,0.39,1.587,2.131,0.684,T1
39:03.5,0.5,电压电流旋钮,1.56,1.5,0.37,1.408,1.41,0.81,T1
39:03.6,0.5,电压电流旋钮,1.56,1.5,0.37,1.402,1.431,0.778,T1
39:03.7,0.5,电压电流旋钮,1.56,1.5,0.37,1.397,1.449,0.753,T1
39:03.8,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.465,0.735,T1
39:03.9,0.5,电压电流旋钮,1.56,1.5,0.37,1.383,1.48,0.721,T1
39:04.0,0.5,电压电流旋钮,1.56,1.5,0.37,1.375,1.491,0.712,T1
39:04.1,0.5,电压电流旋钮,1.56,1.5,0.37,1.369,1.499,0.708,T1
39:04.2,0.5,电压电流旋钮,1.56,1.5,0.37,1.362,1.502,0.708,T1
39:04.3,0.5,电压电流旋钮,1.56,1.5,0.37,1.359,1.504,0.712,T1
39:04.4,0.5,电压电流旋钮,1.56,1.5,0.37,1.355,1.509,0.71,T1
39:04.5,0.5,电压电流旋钮,1.56,1.5,0.37,1.352,1.512,0.708,T1
39:04.6,0.5,电压电流旋钮,1.56,1.5,0.37,1.349,1.515,0.706,T1
39:04.7,0.5,电压电流旋钮,1.56,1.5,0.37,1.345,1.52,0.704,T1
39:04.8,0.5,电压电流旋钮,1.56,1.5,0.37,1.343,1.525,0.696,T1
39:04.9,0.5,电压电流旋钮,1.56,1.5,0.37,1.34,1.519,0.709,T1
39:05.0,0.5,电压电流旋钮,1.56,1.5,0.37,1.34,1.507,0.726,T1
39:05.1,0.5,电压电流旋钮,1.56,1.5,0.37,1.342,1.496,0.742,T1
39:05.2,0.5,电压电流旋钮,1.56,1.5,0.37,1.345,1.483,0.758,T1
39:05.4,0.5,电压电流旋钮,1.56,1.5,0.37,1.349,1.467,0.772,T1
39:05.5,0.5,电压电流旋钮,1.56,1.5,0.37,1.354,1.451,0.795,T1
39:05.6,0.5,电压电流旋钮,1.56,1.5,0.37,1.358,1.448,0.794,T1
39:05.7,0.5,电压电流旋钮,1.56,1.5,0.37,1.36,1.45,0.792,T1
39:05.8,0.5,电压电流旋钮,1.56,1.5,0.37,1.363,1.451,0.79,T1
39:05.9,0.5,电压电流旋钮,1.56,1.5,0.37,1.363,1.457,0.784,T1
39:06.0,0.5,电压电流旋钮,1.56,1.5,0.37,1.364,1.462,0.781,T1
39:06.1,0.5,电压电流旋钮,1.56,1.5,0.37,1.366,1.466,0.774,T1
39:06.2,0.5,电压电流旋钮,1.56,1.5,0.37,1.37,1.472,0.766,T1
39:06.3,0.5,电压电流旋钮,1.56,1.5,0.37,1.374,1.474,0.755,T1
39:06.4,0.5,电压电流旋钮,1.56,1.5,0.37,1.378,1.476,0.743,T1
39:06.5,0.5,电压电流旋钮,1.56,1.5,0.37,1.383,1.477,0.732,T1
39:06.6,0.5,电压电流旋钮,1.56,1.5,0.37,1.387,1.479,0.72,T1
39:06.7,0.5,电压电流旋钮,1.56,1.5,0.37,1.389,1.486,0.701,T1
39:06.8,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.492,0.679,T1
39:06.9,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.499,0.658,T1
39:07.0,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.504,0.641,T1
39:07.1,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.509,0.623,T1
39:07.2,0.5,电压电流旋钮,1.56,1.5,0.37,1.392,1.513,0.606,T1
39:07.3,0.5,电压电流旋钮,1.56,1.5,0.37,1.394,1.511,0.601,T1
39:07.4,0.5,电压电流旋钮,1.56,1.5,0.37,1.396,1.508,0.603,T1
39:07.5,0.5,电压电流旋钮,1.56,1.5,0.37,1.399,1.503,0.616,T1
39:07.6,0.5,电压电流旋钮,1.56,1.5,0.37,1.396,1.499,0.63,T1
39:07.7,0.5,电压电流旋钮,1.56,1.5,0.37,1.391,1.49,0.66,T1
39:07.8,0.5,电压电流旋钮,1.56,1.5,0.37,1.383,1.48,0.7,T1
39:07.9,0.5,电压电流旋钮,1.56,1.5,0.37,1.381,1.469,0.746,T1
39:08.0,0.5,电压电流旋钮,1.56,1.5,0.37,1.382,1.455,0.792,T1
39:08.1,0.5,电压电流旋钮,1.56,1.5,0.37,1.383,1.457,0.835,T1
39:09.2,0.5,接地夹下端,3.02,1.53,1.61,2.727,1.566,1.258,T0
39:09.3,0.5,接地夹下端,3.02,1.53,1.61,2.821,1.604,1.25,T0
39:09.3,0.5,焊把钳下端,3.02,1.15,1.56,2.626,1.362,1.391,T1
39:09.3,0.5,接地夹下端,3.02,1.53,1.61,2.626,1.362,1.391,T1
39:09.4,0.5,接地夹下端,3.02,1.53,1.61,2.88,1.652,1.249,T0
39:09.4,0.5,焊把钳下端,3.02,1.15,1.56,2.785,1.363,1.414,T1
39:09.4,0.5,接地夹下端,3.02,1.53,1.61,2.785,1.363,1.414,T1
39:09.5,0.5,接地夹下端,3.02,1.53,1.61,2.98,1.683,1.247,T0
39:09.5,0.5,焊把钳下端,3.02,1.15,1.56,2.925,1.369,1.435,T1
39:09.5,0.5,接地夹下端,3.02,1.53,1.61,2.925,1.369,1.435,T1
39:09.6,0.5,接地夹下端,3.02,1.53,1.61,3.107,1.706,1.239,T0
39:09.6,0.5,焊把钳下端,3.02,1.15,1.56,3.019,1.394,1.469,T1
39:09.6,0.5,接地夹下端,3.02,1.53,1.61,3.019,1.394,1.469,T1
39:09.7,0.5,接地夹下端,3.02,1.53,1.61,3.229,1.726,1.222,T0
39:09.7,0.5,焊把钳下端,3.02,1.15,1.56,3.067,1.438,1.529,T1
39:09.7,0.5,接地夹下端,3.02,1.53,1.61,3.067,1.438,1.529,T1
39:09.8,0.5,焊把钳下端,3.02,1.15,1.56,3.066,1.502,1.599,T1
39:09.8,0.5,接地夹下端,3.02,1.53,1.61,3.066,1.502,1.599,T1
39:09.9,0.5,焊把钳下端,3.02,1.15,1.56,2.971,1.612,1.692,T1
39:09.9,0.5,接地夹下端,3.02,1.53,1.61,2.971,1.612,1.692,T1
39:10.0,0.5,接地夹下端,3.02,1.53,1.61,2.902,1.734,1.795,T1
39:10.1,0.5,接地夹下端,3.02,1.53,1.61,2.821,1.875,1.9,T1
39:11.6,0.5,接地夹下端,3.02,1.53,1.61,2.935,1.801,1.872,T1
39:11.7,0.5,接地夹下端,3.02,1.53,1.61,2.911,1.676,1.827,T1
39:11.8,0.5,焊把钳下端,3.02,1.15,1.56,2.897,1.54,1.784,T1
39:11.8,0.5,接地夹下端,3.02,1.53,1.61,2.897,1.54,1.784,T1
39:11.9,0.5,焊把钳下端,3.02,1.15,1.56,2.878,1.407,1.746,T1
39:11.9,0.5,接地夹下端,3.02,1.53,1.61,2.878,1.407,1.746,T1
39:12.0,0.5,焊把钳下端,3.02,1.15,1.56,2.86,1.276,1.718,T1
39:12.0,0.5,接地夹下端,3.02,1.53,1.61,2.86,1.276,1.718,T1
39:12.1,0.5,焊把钳下端,3.02,1.15,1.56,2.833,1.166,1.687,T1
39:12.1,0.5,接地夹下端,3.02,1.53,1.61,2.833,1.166,1.687,T1
39:12.2,0.5,焊把钳下端,3.02,1.15,1.56,2.825,1.08,1.662,T1
39:12.2,0.5,接地夹下端,3.02,1.53,1.61,2.825,1.08,1.662,T1
39:12.3,0.5,焊把钳下端,3.02,1.15,1.56,2.808,1.017,1.632,T1
39:12.4,0.5,焊把钳下端,3.02,1.15,1.56,2.802,0.975,1.604,T1
39:12.5,0.5,焊把钳下端,3.02,1.15,1.56,3.412,1.009,1.479,T0
39:12.5,0.5,焊把钳下端,3.02,1.15,1.56,2.788,0.98,1.586,T1
39:12.6,0.5,焊把钳下端,3.02,1.15,1.56,3.299,0.972,1.51,T0
39:12.6,0.5,焊把钳下端,3.02,1.15,1.56,2.767,1.022,1.578,T1
39:12.7,0.5,焊把钳下端,3.02,1.15,1.56,3.182,0.931,1.537,T0
39:12.7,0.5,焊把钳下端,3.02,1.15,1.56,2.748,1.078,1.581,T1
39:12.8,0.5,焊把钳下端,3.02,1.15,1.56,3.072,0.886,1.559,T0
39:12.8,0.5,焊把钳下端,3.02,1.15,1.56,2.711,1.133,1.587,T1
39:12.9,0.5,焊把钳下端,3.02,1.15,1.56,2.977,0.848,1.565,T0
39:12.9,0.5,焊把钳下端,3.02,1.15,1.56,2.685,1.288,1.475,T1
39:12.9,0.5,接地夹下端,3.02,1.53,1.61,2.685,1.288,1.475,T1
39:13.0,0.5,焊把钳下端,3.02,1.15,1.56,2.902,0.828,1.556,T0
39:13.0,0.5,焊把钳下端,3.02,1.15,1.56,2.649,1.332,1.481,T1
39:13.0,0.5,接地夹下端,3.02,1.53,1.61,2.649,1.332,1.481,T1
39:13.1,0.5,焊把钳下端,3.02,1.15,1.56,2.811,0.813,1.539,T0
39:13.1,0.5,焊把钳下端,3.02,1.15,1.56,2.618,1.334,1.49,T1
39:13.1,0.5,接地夹下端,3.02,1.53,1.61,2.618,1.334,1.49,T1
39:13.2,0.5,焊把钳下端,3.02,1.15,1.56,2.79,0.797,1.52,T0
39:13.2,0.5,焊把钳下端,3.02,1.15,1.56,2.598,1.313,1.487,T1
39:13.2,0.5,接地夹下端,3.02,1.53,1.61,2.598,1.313,1.487,T1
39:13.3,0.5,焊把钳下端,3.02,1.15,1.56,2.774,0.798,1.487,T0
39:13.3,0.5,焊把钳下端,3.02,1.15,1.56,2.59,1.271,1.48,T1
39:13.4,0.5,焊把钳下端,3.02,1.15,1.56,2.765,0.812,1.445,T0
39:13.4,0.5,焊把钳下端,3.02,1.15,1.56,2.59,1.216,1.476,T1
39:13.5,0.5,焊把钳下端,3.02,1.15,1.56,2.755,0.827,1.402,T0
39:13.5,0.5,焊把钳下端,3.02,1.15,1.56,2.588,1.052,1.597,T1
39:13.6,0.5,焊把钳下端,3.02,1.15,1.56,2.733,0.851,1.367,T0
39:13.6,0.5,焊把钳下端,3.02,1.15,1.56,2.57,0.994,1.598,T1
39:13.7,0.5,焊把钳下端,3.02,1.15,1.56,2.715,0.872,1.333,T0
39:17.5,0.5,焊把钳下端,3.02,1.15,1.56,2.629,1.142,1.299,T0
39:17.6,0.5,焊把钳下端,3.02,1.15,1.56,2.734,1.137,1.327,T0
39:17.7,0.5,焊把钳下端,3.02,1.15,1.56,2.787,1.141,1.323,T0
39:17.8,0.5,焊把钳下端,3.02,1.15,1.56,2.838,1.154,1.319,T0
39:17.9,0.5,焊把钳下端,3.02,1.15,1.56,2.9,1.171,1.299,T0
39:17.9,0.5,接地夹下端,3.02,1.53,1.61,2.9,1.171,1.299,T0
39:18.0,0.5,焊把钳下端,3.02,1.15,1.56,2.952,1.203,1.265,T0
39:18.0,0.5,接地夹下端,3.02,1.53,1.61,2.952,1.203,1.265,T0
39:18.1,0.5,焊把钳下端,3.02,1.15,1.56,2.985,1.243,1.226,T0
39:18.1,0.5,接地夹下端,3.02,1.53,1.61,2.985,1.243,1.226,T0
39:18.2,0.5,焊把钳下端,3.02,1.15,1.56,3.004,1.286,1.187,T0
39:18.2,0.5,接地夹下端,3.02,1.53,1.61,3.004,1.286,1.187,T0
39:18.3,0.5,焊把钳下端,3.02,1.15,1.56,2.991,1.327,1.152,T0
39:18.4,0.5,焊把钳下端,3.02,1.15,1.56,2.978,1.364,1.121,T0
39:19.1,0.5,焊机电源,1.45,2.1,0.39,1.692,2.127,0.774,T1
39:19.2,0.5,焊机电源,1.45,2.1,0.39,1.655,2.264,0.581,T1
39:19.3,0.5,焊机电源,1.45,2.1,0.39,1.632,2.396,0.395,T1
39:19.4,0.5,焊机电源,1.45,2.1,0.39,1.64,2.499,0.237,T1
39:20.5,0.5,墙壁电源,2.44,2.57,0.97,2.282,2.657,0.678,T1
39:20.6,0.5,墙壁电源,2.44,2.57,0.97,2.367,2.612,0.768,T1
39:20.7,0.5,墙壁电源,2.44,2.57,0.97,2.389,2.615,0.781,T1
39:20.8,0.5,墙壁电源,2.44,2.57,0.97,2.376,2.644,0.74,T1
39:20.9,0.5,墙壁电源,2.44,2.57,0.97,2.35,2.668,0.692,T1
39:21.0,0.5,墙壁电源,2.44,2.57,0.97,2.302,2.696,0.617,T1
39:21.1,0.5,墙壁电源,2.44,2.57,0.97,2.26,2.712,0.576,T1
39:21.2,0.5,墙壁电源,2.44,2.57,0.97,2.235,2.722,0.556,T1
39:21.3,0.5,墙壁电源,2.44,2.57,0.97,2.256,2.687,0.574,T1
39:21.4,0.5,墙壁电源,2.44,2.57,0.97,2.288,2.626,0.623,T1
39:21.5,0.5,墙壁电源,2.44,2.57,0.97,2.318,2.571,0.663,T1
39:21.6,0.5,墙壁电源,2.44,2.57,0.97,2.355,2.51,0.717,T1
39:21.7,0.5,墙壁电源,2.44,2.57,0.97,2.375,2.464,0.731,T1
39:21.8,0.5,墙壁电源,2.44,2.57,0.97,2.377,2.43,0.72,T1
39:21.9,0.5,墙壁电源,2.44,2.57,0.97,2.365,2.411,0.701,T1
39:22.0,0.5,墙壁电源,2.44,2.57,0.97,2.343,2.417,0.668,T1
39:22.1,0.5,墙壁电源,2.44,2.57,0.97,2.303,2.473,0.582,T1
39:28.1,0.5,面罩把手,0.24,0.83,0,-0.185,1.035,0.138,T1
39:28.2,0.5,面罩把手,0.24,0.83,0,-0.078,0.997,0.258,T1
39:28.3,0.5,面罩把手,0.24,0.83,0,0.032,0.953,0.385,T1
39:31.3,0.5,待焊钢板,0.81,0.46,0,0.832,0.642,0.462,T1
39:31.4,0.5,待焊钢板,0.81,0.46,0,0.796,0.657,0.299,T1
39:31.5,0.5,待焊钢板,0.81,0.46,0,0.773,0.66,0.142,T1
39:31.6,0.5,待焊钢板,0.81,0.46,0,0.752,0.665,-0.011,T1
39:31.7,0.5,待焊钢板,0.81,0.46,0,0.754,0.648,-0.157,T1
39:31.8,0.5,待焊钢板,0.81,0.46,0,0.766,0.622,-0.303,T1
39:31.9,0.5,待焊钢板,0.81,0.46,0,0.778,0.6,-0.457,T1
39:32.0,0.5,待焊钢板,0.81,0.46,0,0.794,0.577,-0.483,T1
39:33.6,0.5,待焊钢板,0.81,0.46,0,1.128,0.39,-0.206,T1
39:33.7,0.5,待焊钢板,0.81,0.46,0,1.143,0.398,0.022,T1
39:33.8,0.5,待焊钢板,0.81,0.46,0,1.157,0.41,0.232,T1
39:34.5,0.5,锤子,0.24,0.17,0,0.426,-0.223,0.016,T0
39:34.6,0.5,锤子,0.24,0.17,0,0.44,-0.125,-0.082,T0
39:34.7,0.5,锤子,0.24,0.17,0,0.448,-0.029,-0.179,T0
39:34.8,0.5,锤子,0.24,0.17,0,0.475,-0.064,-0.185,T0
39:34.9,0.5,锤子,0.24,0.17,0,0.503,0.014,-0.394,T0
39:35.4,0.5,待焊钢板,0.81,0.46,0,0.609,0.133,-0.215,T0
39:35.4,0.5,锤子,0.24,0.17,0,0.609,0.133,-0.215,T0
39:35.5,0.5,待焊钢板,0.81,0.46,0,0.637,0.069,-0.019,T0
39:35.5,0.5,锤子,0.24,0.17,0,0.637,0.069,-0.019,T0
39:35.6,0.5,锤子,0.24,0.17,0,0.659,-0.032,0.155,T0
39:37.1,0.5,待焊钢板,0.81,0.46,0,0.942,0.556,0.47,T1
39:37.2,0.5,待焊钢板,0.81,0.46,0,0.955,0.543,0.424,T1
39:37.4,0.5,待焊钢板,0.81,0.46,0,0.959,0.541,0.381,T1
39:37.5,0.5,待焊钢板,0.81,0.46,0,0.956,0.542,0.364,T1
39:37.6,0.5,待焊钢板,0.81,0.46,0,0.947,0.545,0.358,T1
39:37.7,0.5,待焊钢板,0.81,0.46,0,0.933,0.547,0.355,T1
39:37.8,0.5,待焊钢板,0.81,0.46,0,0.916,0.548,0.348,T1
39:37.9,0.5,待焊钢板,0.81,0.46,0,0.896,0.551,0.332,T1
39:38.0,0.5,待焊钢板,0.81,0.46,0,0.872,0.554,0.314,T1
39:38.1,0.5,待焊钢板,0.81,0.46,0,0.85,0.555,0.292,T1
39:38.2,0.5,待焊钢板,0.81,0.46,0,0.825,0.563,0.2,T1
39:38.3,0.5,待焊钢板,0.81,0.46,0,0.8,0.57,0.111,T1
39:38.4,0.5,待焊钢板,0.81,0.46,0,0.777,0.578,0.029,T1
39:38.5,0.5,待焊钢板,0.81,0.46,0,0.76,0.58,-0.048,T1
39:38.6,0.5,待焊钢板,0.81,0.46,0,0.748,0.577,-0.109,T1
39:38.7,0.5,待焊钢板,0.81,0.46,0,0.739,0.573,-0.175,T1
39:38.8,0.5,待焊钢板,0.81,0.46,0,0.738,0.564,-0.172,T1
39:38.9,0.5,待焊钢板,0.81,0.46,0,0.744,0.554,-0.156,T1
39:39.0,0.5,待焊钢板,0.81,0.46,0,0.751,0.545,-0.152,T1
39:39.1,0.5,待焊钢板,0.81,0.46,0,0.763,0.535,-0.157,T1
39:39.2,0.5,待焊钢板,0.81,0.46,0,0.78,0.524,-0.181,T1
39:39.4,0.5,待焊钢板,0.81,0.46,0,0.802,0.515,-0.218,T1
39:39.5,0.5,待焊钢板,0.81,0.46,0,0.828,0.536,-0.193,T1
39:39.6,0.5,待焊钢板,0.81,0.46,0,0.857,0.526,-0.235,T1
39:39.7,0.5,待焊钢板,0.81,0.46,0,0.891,0.518,-0.265,T1
39:39.8,0.5,待焊钢板,0.81,0.46,0,0.926,0.518,-0.281,T1
39:39.9,0.5,待焊钢板,0.81,0.46,0,0.957,0.525,-0.176,T1
39:40.0,0.5,待焊钢板,0.81,0.46,0,0.986,0.533,-0.069,T1
39:40.1,0.5,待焊钢板,0.81,0.46,0,1.01,0.516,-0.02,T1
39:40.2,0.5,待焊钢板,0.81,0.46,0,1.035,0.528,0.097,T1
39:40.3,0.5,待焊钢板,0.81,0.46,0,1.058,0.54,0.213,T1
39:40.4,0.5,待焊钢板,0.81,0.46,0,1.075,0.555,0.331,T1
39:40.5,0.5,待焊钢板,0.81,0.46,0,1.093,0.566,0.343,T1
39:40.8,0.5,待焊钢板,0.81,0.46,0,1.153,0.598,0.284,T1
39:40.9,0.5,待焊钢板,0.81,0.46,0,1.163,0.608,0.118,T1
39:41.0,0.5,待焊钢板,0.81,0.46,0,1.169,0.61,-0.047,T1
39:41.1,0.5,待焊钢板,0.81,0.46,0,1.172,0.609,-0.216,T1
39:47.7,0.5,待焊钢板,0.81,0.46,0,1.039,0.529,0.381,T1
39:47.8,0.5,待焊钢板,0.81,0.46,0,1.027,0.519,0.203,T1
39:47.9,0.5,待焊钢板,0.81,0.46,0,1.016,0.509,0.024,T1
39:48.0,0.5,待焊钢板,0.81,0.46,0,1.005,0.498,-0.164,T1
39:48.1,0.5,待焊钢板,0.81,0.46,0,0.996,0.489,-0.348,T1
39:48.6,0.5,待焊钢板,0.81,0.46,0,0.972,0.482,-0.46,T1
39:48.7,0.5,待焊钢板,0.81,0.46,0,0.974,0.483,-0.41,T1
39:48.8,0.5,待焊钢板,0.81,0.46,0,0.978,0.485,-0.352,T1
39:48.9,0.5,待焊钢板,0.81,0.46,0,0.989,0.484,-0.266,T1
39:49.0,0.5,待焊钢板,0.81,0.46,0,1.007,0.483,-0.223,T1
39:49.1,0.5,待焊钢板,0.81,0.46,0,1.034,0.482,-0.219,T1
39:49.2,0.5,待焊钢板,0.81,0.46,0,1.068,0.476,-0.249,T1
39:49.3,0.5,待焊钢板,0.81,0.46,0,1.106,0.467,-0.12,T1
39:49.4,0.5,待焊钢板,0.81,0.46,0,1.148,0.449,0.018,T1
39:49.5,0.5,待焊钢板,0.81,0.46,0,1.197,0.417,0.145,T1
39:52.1,0.5,灭火器把手,2.84,0.69,0.5,2.812,0.607,0.983,T1
39:52.2,0.5,灭火器把手,2.84,0.69,0.5,2.837,0.713,0.954,T1
39:52.3,0.5,灭火器把手,2.84,0.69,0.5,2.853,0.821,0.927,T1
39:52.4,0.5,灭火器把手,2.84,0.69,0.5,2.855,0.934,0.905,T1
